"code_mode","high_educ","imd_band","age_band","prev_attempts","finRes","logSum_click","logStudy_credits","LMS_group","reduceReg","disabil","Wscal_score"
"CCC","Lower","80-90%","0-35",0,"Fail",7.3362856600213,4.11087386417331,"High","Other","N",-0.52
"CCC","HE Qual","40-50%","0-35",1,"Pass",7.15851399732932,4.11087386417331,"High","Other","N",-0.238
"BBB","Lower","50-60%","0-35",0,"Pass",5.35185813347607,4.11087386417331,"Medium","Other","N",-0.02
"DDD","A-Level","90-100%","0-35",1,"Pass",7.11720550316434,4.11087386417331,"High","West Midlands Region","N",0.31
"DDD","A-Level","30-40%","0-35",0,"Fail",6.69208374250663,4.11087386417331,"Medium","South Region","N",0.1
"DDD","HE Qual","30-40%","55<=",0,"Pass",7.08422642209792,4.11087386417331,"High","London Region","N",0.34
"BBB","HE Qual","30-40%","0-35",0,"Pass",6.20657592672493,4.79579054559674,"Medium","Wales","N",0.73
"FFF","HE Qual","30-40%","0-35",0,"Pass",8.28626945278307,4.79579054559674,"High","South West Region","N",-0.21
"BBB","Lower","20-30%","0-35",0,"Pass",9.60501412900613,4.11087386417331,"High","North Western Region","N",0.85
"BBB","Lower","50-60%","0-35",1,"Pass",3.95124371858143,4.11087386417331,"Medium","West Midlands Region","N",0.869
"EEE","None","30-40%","0-35",0,"Pass",6.99759598298193,3.8286413964891,"High","Other","N",0.804
"FFF","Lower","30-40%","0-35",2,"Fail",7.76302130901852,5.19849703126583,"High","Other","N",0.54
"BBB","Lower","20-30%","0-35",2,"Fail",4.92725368515721,4.11087386417331,"Medium","North Western Region","N",0.8945
"DDD","Lower","60-70%","0-35",1,"Fail",5.96614673912369,5.01727983681492,"Medium","Wales","N",-1.13
"FFF","Lower","30-40%","0-35",0,"Pass",8.79102985704596,4.11087386417331,"High","Other","N",0.11
"FFF","Lower","20-30%","0-35",1,"Fail",6.40025744530882,5.01727983681492,"Medium","Yorkshire Region","N",-0.32
"FFF","Lower","30-40%","0-35",3,"Fail",6.74170069465205,4.11087386417331,"Medium","Other","N",-0.19
"CCC","A-Level","90-100%","0-35",0,"Fail",6.35088571671474,3.43398720448515,"Medium","West Midlands Region","N",-1.05
"FFF","Lower","30-40%","0-35",1,"Fail",3.3322045101752,4.11087386417331,"Low","Other","N",-3.25
"BBB","Lower","30-40%","0-35",0,"Fail",5.55682806169954,4.11087386417331,"Medium","Wales","N",0.62
"AAA","A-Level","70-80%","0-35",0,"Pass",6.4723462945009,5.01727983681492,"Medium","South East Region","N",-0.48
"FFF","Lower","0-10%","0-35",0,"Fail",5.92692602597041,4.79579054559674,"Medium","West Midlands Region","N",-1.06
"DDD","A-Level","30-40%","0-35",0,"Pass",6.59030104819669,4.11087386417331,"Medium","South Region","N",0.32
"DDD","Lower","90-100%","0-35",0,"Pass",7.02464903045364,4.33073334028633,"High","South Region","N",0.51
"DDD","HE Qual","60-70%","0-35",0,"Pass",7.66622192566273,4.11087386417331,"High","Other","N",-0.01
"FFF","A-Level","60-70%","0-35",1,"Pass",7.77106708606541,4.79579054559674,"High","South Region","Y",-0.3
"BBB","HE Qual","20-30%","0-35",0,"Pass",5.85220247977447,4.79579054559674,"Medium","Other","N",-0.62
"DDD","Lower","70-80%","0-35",0,"Pass",7.69256964806791,4.11087386417331,"High","South West Region","N",0.48
"DDD","A-Level","80-90%","0-35",1,"Pass",6.48616078894409,4.11087386417331,"Medium","North Western Region","N",-0.17
"BBB","A-Level","40-50%","0-35",0,NA,6.33327962813969,4.11087386417331,"Medium","South West Region","N",1.1065
"DDD","Lower","50-60%","0-35",0,"Pass",7.11151211649616,4.11087386417331,"High","Yorkshire Region","N",0.65
"DDD","Lower","60-70%","0-35",0,"Pass",7.6685611080159,4.11087386417331,"High","Other","N",-0.33
"EEE",NA,"70-80%","0-35",0,"Fail",7.19443685110033,4.51085950651685,"High","Other","N",0.59
"DDD","A-Level","80-90%","0-35",0,"Pass",7.50988306115491,4.11087386417331,"High","South West Region","N",0.55
"FFF","Lower","40-50%","0-35",1,"Fail",6.89467003943348,4.11087386417331,"High","South West Region","N",-0.12
"DDD","Lower","30-40%","0-35",0,"Pass",7.454719949364,4.51085950651685,"High","South Region","N",-1.0035
"EEE","Lower","80-90%","0-35",0,"Pass",7.97384437594469,4.11087386417331,"High","South East Region","N",0.34
"FFF","Lower","30-40%","0-35",2,"Fail",8.18060094759445,4.79579054559674,"High","Other","N",-0.41
"GGG","Lower","50-60%","0-35",0,"Pass",6.49223983502047,3.43398720448515,"Medium","London Region","N",0.82
"EEE","A-Level","70-80%","0-35",1,"Pass",7.52779398772144,4.11087386417331,"High","South West Region","N",0.79
"EEE","A-Level","0-10%","0-35",0,"Pass",6.46769872610435,4.11087386417331,"Medium","Other","N",1
"DDD","Lower","30-40%","0-35",1,"Fail",6.65544035036765,4.11087386417331,"Medium","West Midlands Region","N",0
"AAA","A-Level","20-30%","0-35",0,"Pass",6.60665018619822,4.79579054559674,"Medium","London Region","N",0.01
"DDD","Lower","70-80%","0-35",0,"Fail",6.3750248198281,4.11087386417331,"Medium","South East Region","N",-0.46
"EEE","A-Level","30-40%","0-35",0,"Pass",7.10167597161944,3.43398720448515,"High","London Region","Y",0.47
"DDD","A-Level","90-100%","0-35",0,"Pass",5.83188247728352,4.11087386417331,"Medium","North Western Region","N",-0.36
"FFF","Lower","30-40%","0-35",0,"Pass",8.15851624480683,4.51085950651685,"High","London Region","N",-0.19
"BBB","Lower","40-50%","0-35",1,"Pass",7.2902928824466,4.11087386417331,"High","South West Region","N",0.72
"AAA","HE Qual","70-80%","0-35",0,"Pass",5.99893656194668,4.79579054559674,"Medium","South West Region","N",-0.682
"DDD","Lower","70-80%","0-35",0,"Fail",5.94017125272043,4.11087386417331,"Medium","South East Region","N",-0.52
"AAA","HE Qual","20-30%","0-35",0,"Pass",5.17614973257383,4.11087386417331,"Medium","South West Region","N",-0.21
"BBB","A-Level","30-40%","0-35",1,"Pass",6.02344759296103,4.79579054559674,"Medium","Yorkshire Region","N",0.7
"FFF","Lower","30-40%","0-35",0,"Pass",7.27378631784489,4.11087386417331,"High","Other","N",0.08
"EEE","Lower","0-10%","0-35",0,"Pass",7.57712193087668,4.11087386417331,"High","West Midlands Region","N",0.789999999999999
"DDD","A-Level","20-30%","0-35",0,"Fail",5.84932477994686,4.11087386417331,"Medium","West Midlands Region","Y",-2.192
"FFF","Lower","30-40%","0-35",2,"Fail",3.61091791264422,4.61512051684126,"Medium","South West Region","N",-3.25
"BBB","HE Qual","20-30%","0-35",1,"Fail",5.6970934865054,4.11087386417331,"Medium","London Region","N",-1.63
"BBB","A-Level","20-30%","0-35",2,"Pass",4.58496747867057,5.48479693349065,"Medium","South East Region","Y",0.48
"BBB","Lower","0-10%","0-35",0,"Fail",5.23644196282995,4.51085950651685,"Medium","London Region","N",0.11
"DDD","HE Qual","60-70%","0-35",0,"Pass",7.58578882173203,4.11087386417331,"High","Wales","N",0.45
"DDD","A-Level","30-40%","0-35",0,"Fail",6.49978704065585,4.51085950651685,"Medium","Yorkshire Region","N",-0.75
"DDD","A-Level","20-30%","0-35",0,"Fail",6.30261897574491,4.11087386417331,"Medium","Other","N",0.17
"GGG","A-Level","30-40%","0-35",0,"Pass",6.5875500148248,3.43398720448515,"Medium","South East Region","N",0.26
"FFF","A-Level","0-10%","0-35",0,"Pass",7.77443551030296,4.11087386417331,"High","North Region","N",0.81
"DDD","Lower","30-40%","0-35",0,"Pass",6.72383244082121,4.51085950651685,"Medium","London Region","N",0.13
"DDD","Lower","40-50%","0-35",0,"Fail",8.26539293085222,4.11087386417331,"High","Other","N",-0.2
"CCC","A-Level","20-30%","0-35",0,"Pass",7.83794891602528,4.11087386417331,"High","Other","N",0.87
"FFF","A-Level","70-80%","0-35",0,"Fail",4.59511985013459,4.79579054559674,"Medium","Wales","N",-3.25
"FFF","A-Level","80-90%","0-35",0,"Pass",8.21824792668574,4.11087386417331,"High","South West Region","N",0.89
"EEE","Lower","60-70%","0-35",0,"Pass",7.72621265050753,4.11087386417331,"High","Other","N",0.59
"DDD","Lower","60-70%","0-35",0,"Fail",7.56008046502183,4.11087386417331,"High","South West Region","N",0.24
"DDD","Lower","30-40%","0-35",0,"Pass",7.27031288607902,4.79579054559674,"High","Other","N",-1.0035
"GGG","Lower","40-50%","0-35",0,"Pass",7.43720636687129,3.43398720448515,"High","South East Region","Y",0.55
"DDD","A-Level","50-60%","0-35",0,"Fail",6.33682573114644,4.79579054559674,"Medium","North Region","N",-0.17
"DDD","Lower","30-40%","0-35",0,"Pass",7.72533003791713,4.11087386417331,"High","Other","N",-0.28
"BBB","Lower","0-10%","0-35",2,"Pass",6.51471269087253,4.11087386417331,"Medium","West Midlands Region","N",0.3
"DDD","A-Level","70-80%","0-35",0,"Pass",7.43425738213314,4.11087386417331,"High","North Region","N",0.866
"GGG","Lower","40-50%","0-35",0,"Fail",5.99645208861902,3.43398720448515,"Medium","South Region","N",0.26
"GGG","Lower","50-60%","0-35",0,"Pass",6.86589107488344,3.43398720448515,"High","Other","N",0.95
"FFF","A-Level","30-40%","0-35",0,"Pass",8.38731227056172,4.11087386417331,"High","North Western Region","N",0.67
"DDD","Lower","0-10%","0-35",2,"Fail",5.66296048013595,5.19849703126583,"Medium","West Midlands Region","N",-3.25
"BBB","A-Level","20-30%","0-35",1,"Fail",6.04263283368238,4.11087386417331,"Medium","Other","N",0.35
"FFF","Lower","30-40%","0-35",0,"Pass",7.83439230291044,4.79579054559674,"High","Other","N",0.74
"EEE","A-Level","0-10%","0-35",0,"Pass",7.54855597916987,4.11087386417331,"High","London Region","N",0.45
"EEE","HE Qual","80-90%","0-35",0,"Pass",8.10832229017324,4.11087386417331,"High","Wales","N",0.973
"DDD","Lower","80-90%","0-35",0,"Pass",7.85631957140659,4.11087386417331,"High","Wales","N",0.02
"DDD","A-Level","90-100%","0-35",0,"Pass",7.3125534981026,4.11087386417331,"High","South East Region","N",0.47
"BBB","HE Qual","30-40%","0-35",0,NA,8.58073121222023,4.11087386417331,"High","Other","N",0.81
"DDD","A-Level","50-60%","0-35",0,"Pass",6.81454289725996,4.11087386417331,"Medium","South Region","N",0.15
"GGG","Lower","60-70%","0-35",0,"Pass",6.71538338633468,3.43398720448515,"Medium","Yorkshire Region","N",0.04
"DDD","Lower","20-30%","0-35",0,"Fail",5.31320597904179,4.11087386417331,"Medium","West Midlands Region","N",-0.33
"DDD","Lower","70-80%","0-35",0,"Fail",6.33682573114644,4.11087386417331,"Medium","Other","N",-0.68
"BBB","Lower","0-10%","0-35",1,"Fail",0,5.19849703126583,"Low","South East Region","N",-3.25
"EEE","Lower","30-40%","0-35",0,NA,7.56992765524265,3.43398720448515,"High","South East Region","N",1.03
"FFF","HE Qual","70-80%","0-35",0,"Pass",8.05165955684195,4.51085950651685,"High","Other","N",0.26
"DDD","HE Qual","20-30%","0-35",0,"Pass",7.47363710849621,4.11087386417331,"High","South Region","N",0.03
"FFF","A-Level","30-40%","0-35",1,"Pass",8.59600437184053,4.79579054559674,"High","West Midlands Region","N",0.5
"FFF","A-Level","80-90%","0-35",3,"Fail",9.39449358359911,5.19849703126583,"High","London Region","N",-0.3
"DDD","HE Qual","20-30%","0-35",0,"Pass",6.38856140554563,4.11087386417331,"Medium","South East Region","N",0.01
"FFF","HE Qual","0-10%","0-35",1,"Fail",3.40119738166216,4.11087386417331,"Low","Other","N",-2.75
"GGG","Lower","20-30%","0-35",0,"Pass",7.35115822643069,3.43398720448515,"High","Other","N",0.12
"DDD","Lower","30-40%","0-35",0,"Fail",6.10924758276437,4.11087386417331,"Medium","North Region","N",-0.87
"DDD","Lower","90-100%","0-35",0,"Pass",7.19067603433221,4.11087386417331,"High","South Region","N",0.67
"EEE","Lower","50-60%","0-35",0,"Pass",8.87066300440602,4.11087386417331,"High","London Region","N",0.75
"FFF","Lower","40-50%","0-35",0,"Pass",8.53954159508,4.11087386417331,"High","Other","N",0.36
"CCC","HE Qual","80-90%","0-35",0,NA,8.50734485536142,4.11087386417331,"High","Other","N",0.78
"FFF","A-Level","70-80%","0-35",0,NA,8.52931937121408,4.11087386417331,"High","Other","N",1.02
"FFF","A-Level","30-40%","0-35",0,"Pass",7.46450983463653,5.19849703126583,"High","Other","Y",0.46
"DDD","Lower","0-10%","0-35",1,"Fail",1.6094379124341,4.11087386417331,"Low","London Region","N",-3.25
"BBB","A-Level","60-70%","0-35",0,NA,5.78689738136671,4.51085950651685,"Medium","North Western Region","N",1.03
"DDD","Lower","30-40%","0-35",0,"Pass",7.15383380157884,4.11087386417331,"High","South West Region","Y",0.48
"EEE","A-Level","90-100%","0-35",0,"Pass",7.25276241805319,3.43398720448515,"High","South Region","N",0.77
"BBB","A-Level","70-80%","0-35",2,"Fail",3.85014760171006,4.11087386417331,"Medium","Yorkshire Region","N",-3.25
"FFF","A-Level","70-80%","0-35",1,"Pass",7.51914995766982,4.11087386417331,"High","South West Region","N",-0.02
"DDD","Lower","50-60%","0-35",0,"Pass",7.6657534318617,4.11087386417331,"High","London Region","N",-0.43
"EEE","A-Level","90-100%","0-35",0,"Fail",5.90536184805457,3.43398720448515,"Medium","Other","Y",0.21
"BBB","A-Level","0-10%","0-35",0,NA,6.61069604471776,4.11087386417331,"Medium","Other","N",0.74
"DDD","A-Level","80-90%","0-35",0,"Pass",7.77695440332244,4.11087386417331,"High","South West Region","N",0.63
"EEE","A-Level","20-30%","0-35",0,"Pass",7.84815308619953,3.43398720448515,"High","Wales","N",0.33
"BBB","None","20-30%","0-35",1,"Fail",6.12686918411419,4.11087386417331,"Medium","Other","Y",0.83
"BBB","Lower","80-90%","0-35",0,"Pass",6.8001700683022,4.11087386417331,"Medium","Other","N",0.08
"BBB","Lower","60-70%","0-35",1,"Pass",7.21229446850034,4.11087386417331,"High","Wales","N",0.83
"FFF","A-Level","30-40%","0-35",0,"Fail",8.14118979345769,4.11087386417331,"High","South East Region","N",-0.68
"DDD","A-Level","30-40%","0-35",0,"Fail",6.55677835615804,4.11087386417331,"Medium","Other","N",-0.74
"FFF","A-Level","50-60%","0-35",1,"Pass",8.80161997114735,4.79579054559674,"High","South Region","N",0.8465
"AAA","HE Qual","30-40%","0-35",0,NA,7.12447826249342,4.11087386417331,"High","London Region","N",0.7885
"FFF","Lower","20-30%","0-35",0,"Pass",7.71199650704767,4.79579054559674,"High","South East Region","N",0.4
"FFF","A-Level","30-40%","0-35",0,"Fail",5.89164421182577,4.11087386417331,"Medium","South West Region","N",-0.29
"DDD","A-Level","40-50%","0-35",0,"Pass",7.94271754057379,4.79579054559674,"High","North Western Region","N",0.32
"BBB","A-Level","50-60%","0-35",0,"Pass",7.77191025643576,4.11087386417331,"High","London Region","N",0.16
"BBB","A-Level","30-40%","0-35",0,"Fail",5.64190707093811,4.79579054559674,"Medium","Wales","N",-0.02
"BBB","A-Level","40-50%","0-35",0,"Pass",5.87211778947542,4.11087386417331,"Medium","Yorkshire Region","N",0.19
"FFF","Lower","20-30%","0-35",0,"Fail",7.49220304261874,4.11087386417331,"High","South Region","N",-0.92
"BBB","A-Level","0-10%","0-35",1,"Fail",6.4723462945009,4.79579054559674,"Medium","London Region","N",-0.04
"BBB","Lower","40-50%","0-35",0,"Pass",6.18826412308259,4.11087386417331,"Medium","South East Region","N",0.72
"FFF","A-Level","90-100%","0-35",0,"Pass",7.89319886954461,4.79579054559674,"High","Other","N",0.64
"DDD","Lower","20-30%","0-35",1,"Fail",4.62497281328427,4.11087386417331,"Medium","Other","N",-3.25
"BBB","Lower","20-30%","0-35",1,"Pass",5.85507192220243,5.19849703126583,"Medium","Other","Y",-0.07
"GGG","A-Level","30-40%","0-35",0,NA,6.68959926917897,3.43398720448515,"Medium","Other","N",1.0835
"EEE","A-Level","30-40%","0-35",1,"Pass",7.46164039220858,3.43398720448515,"High","North Western Region","Y",-1.064
"BBB","Lower","50-60%","0-35",0,NA,9.09672364518921,4.11087386417331,"High","London Region","N",0.8
"GGG","A-Level","70-80%","0-35",0,"Pass",6.65157187358973,3.43398720448515,"Medium","North Western Region","N",1.02
"DDD","HE Qual","90-100%","0-35",0,"Fail",7.24208235925696,4.11087386417331,"High","Other","N",0.28
"CCC","A-Level","50-60%","0-35",0,"Pass",7.22475340576797,5.35185813347607,"High","London Region","N",-0.42
"BBB","A-Level","30-40%","0-35",0,"Fail",5.94542060860658,4.11087386417331,"Medium","West Midlands Region","N",-0.17
"DDD","A-Level","30-40%","0-35",2,"Fail",4.17438726989564,4.79579054559674,"Medium","Other","N",-3.25
"BBB","HE Qual","70-80%","0-35",1,NA,6.71052310945243,4.11087386417331,"Medium","South East Region","N",0.26
"DDD","A-Level","70-80%","0-35",0,"Fail",6.69703424766648,4.11087386417331,"Medium","West Midlands Region","N",0.495
"DDD","Lower","70-80%","0-35",0,"Pass",7.54168309988211,4.79579054559674,"High","North Western Region","N",0.765
"DDD","Lower","60-70%","0-35",0,"Fail",4.70953020131233,4.11087386417331,"Medium","South West Region","N",-0.21
"DDD","Lower","80-90%","0-35",1,"Pass",6.65544035036765,4.11087386417331,"Medium","South East Region","N",0.11
"FFF","A-Level","50-60%","0-35",0,"Pass",6.83733281468559,4.11087386417331,"Medium","South East Region","N",0.17
"BBB","A-Level","40-50%","0-35",0,"Pass",6.22059017009974,4.79579054559674,"Medium","West Midlands Region","N",0.48
"DDD","Lower","70-80%","0-35",0,"Pass",6.80350525760834,4.11087386417331,"Medium","London Region","N",-0.27
"DDD","A-Level","80-90%","0-35",1,"Pass",7.0825485693553,4.51085950651685,"High","Yorkshire Region","N",-0.15
"BBB","HE Qual","30-40%","0-35",1,"Pass",5.96357934361845,4.11087386417331,"Medium","South Region","N",0.66
"DDD","A-Level","50-60%","0-35",0,"Fail",6.47389069635227,4.11087386417331,"Medium","South Region","Y",-0.77
"FFF","A-Level","80-90%","0-35",0,"Pass",7.3664451483276,4.51085950651685,"High","Other","N",0.25
"BBB","A-Level","70-80%","0-35",0,"Pass",6.29710931993394,4.11087386417331,"Medium","Other","N",0.59
"BBB","HE Qual","80-90%","0-35",0,NA,5.35658627467201,4.11087386417331,"Medium","South East Region","N",0.56
"FFF","A-Level","40-50%","0-35",0,"Pass",7.9229859587112,4.11087386417331,"High","North Western Region","N",0.08
"CCC","HE Qual","80-90%","0-35",0,NA,7.614312146452,3.43398720448515,"High","Other","N",1.02
"FFF","Lower","70-80%","0-35",0,"Fail",6.79570577517351,4.11087386417331,"Medium","Other","Y",0.836
"DDD","A-Level","20-30%","0-35",0,"Pass",8.05165955684195,4.11087386417331,"High","South East Region","N",0.76
"BBB","A-Level","50-60%","0-35",1,"Pass",6.59304453414244,4.11087386417331,"Medium","London Region","N",0.1
"CCC","HE Qual","90-100%","0-35",0,NA,8.21932609390609,4.51085950651685,"High","North Western Region","N",1.05
"DDD","A-Level","60-70%","0-35",1,"Pass",5.98896141688986,4.79579054559674,"Medium","South West Region","N",0.47
"FFF","Lower","70-80%","0-35",0,"Fail",7.89394513823596,4.79579054559674,"High","Other","N",0.26
"CCC",NA,"90-100%","0-35",0,NA,8.43923164994653,4.11087386417331,"High","Other","N",1.2
"BBB","Lower","30-40%","0-35",0,"Pass",5.76519110278484,4.11087386417331,"Medium","South Region","N",0.09
"EEE","Lower","80-90%","0-35",0,"Fail",6.63068338564237,3.43398720448515,"Medium","Other","N",-0.45
"DDD","A-Level","50-60%","0-35",0,"Pass",7.41397029019044,4.79579054559674,"High","South West Region","N",-0.43
"AAA","A-Level","70-80%","0-35",0,"Pass",6.77992190747225,4.79579054559674,"Medium","South West Region","N",-0.58
"BBB","A-Level","20-30%","0-35",0,"Fail",0,4.11087386417331,"Low","Other","N",-3.25
"DDD","HE Qual","60-70%","0-35",0,NA,7.31521838975297,4.79579054559674,"High","Other","N",1.02
"DDD","Lower","50-60%","0-35",0,"Pass",8.03657340970731,4.51085950651685,"High","Yorkshire Region","N",0.51
"CCC","Lower","20-30%","0-35",0,"Fail",5.70044357339069,4.11087386417331,"Medium","Wales","N",-3.25
"BBB","Lower","20-30%","0-35",2,"Fail",4.8283137373023,5.19849703126583,"Medium","Wales","N",0.5
