"id_stud","code_mode.x","code_pres.x","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result","code_mode.y","code_pres.y","date_reg","date_unregistration","sum_click"
254446,"FFF","2013J","M","East Anglian Region","A Level or Equivalent","60-70%","35-55",0,60,"N","Pass","FFF","2013J","-46","?",3394
254463,"FFF","2013B","F","North Western Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Pass","FFF","2013B","-47","?",2951
254612,"BBB","2014J","M","Scotland","A Level or Equivalent","30-40%","0-35",3,90,"N","Fail","BBB","2014J","-59","?",277
254625,"AAA","2014J","M","Wales","A Level or Equivalent","20-30%","35-55",0,60,"N","Distinction","AAA","2014J","-50","?",1987
255310,"CCC","2014B","M","East Midlands Region","HE Qualification","80-90%","0-35",0,90,"N","Pass","CCC","2014B","-166","?",5494
255310,"FFF","2013J","M","East Midlands Region","HE Qualification","80-90%","0-35",0,90,"N","Pass","CCC","2014B","-166","?",5494
255310,"CCC","2014B","M","East Midlands Region","HE Qualification","80-90%","0-35",0,90,"N","Pass","FFF","2013J","-79","?",5494
255310,"FFF","2013J","M","East Midlands Region","HE Qualification","80-90%","0-35",0,90,"N","Pass","FFF","2013J","-79","?",5494
255344,"FFF","2013B","F","London Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Pass","FFF","2013B","-28","?",4329
255347,"BBB","2013B","F","West Midlands Region","Lower Than A Level","90-100%","0-35",0,60,"N","Pass","BBB","2013B","-24","?",1729
255548,"AAA","2013J","M","Wales","Lower Than A Level","20-30%","35-55",0,60,"N","Pass","AAA","2013J","-103","?",2580
255622,"DDD","2013J","F","South Region","HE Qualification","60-70%","0-35",0,180,"N","Fail","DDD","2013J","-23","?",96
255622,"DDD","2013J","F","South Region","HE Qualification","60-70%","0-35",0,180,"N","Fail","DDD","2014B","-158","-148",96
255747,"DDD","2013B","F","South Region","Lower Than A Level","80-90%","0-35",2,60,"N","Fail","DDD","2013B","-54","?",2736
255878,"FFF","2014B","M","South Region","Lower Than A Level","80-90%","0-35",0,90,"N","Pass","FFF","2014B","-26","?",2201
255902,"DDD","2013B","F","South Region","Post Graduate Qualification","90-100%","35-55",0,60,"N","Fail","DDD","2013B","-24","?",473
255998,"BBB","2013B","F","London Region","Lower Than A Level","50-60%","35-55",2,60,"N","Pass","BBB","2013B","-51","?",408
256144,"DDD","2014J","M","London Region","HE Qualification","40-50%","35-55",0,60,"N","Pass","DDD","2014J","-53","?",2886
256532,"CCC","2014J","M","South Region","A Level or Equivalent","50-60%","35-55",1,30,"N","Fail","CCC","2014J","-41","?",41
256532,"CCC","2014J","M","South Region","A Level or Equivalent","50-60%","35-55",1,30,"N","Fail","CCC","2014B","-17","49",41
256740,"FFF","2014B","F","Wales","HE Qualification","70-80%","35-55",0,120,"N","Pass","FFF","2014B","-43","?",5103
256815,"AAA","2013J","M","North Western Region","HE Qualification","20-Oct","0-35",0,120,"N","Pass","AAA","2013J","-117","?",1481
256867,"CCC","2014J","M","Yorkshire Region","A Level or Equivalent","80-90%","35-55",0,60,"N","Pass","CCC","2014J","-10","?",3252
256867,"EEE","2014B","M","Yorkshire Region","A Level or Equivalent","80-90%","35-55",0,30,"N","Distinction","EEE","2014B","-17","?",3252
256867,"EEE","2014B","M","Yorkshire Region","A Level or Equivalent","80-90%","35-55",0,30,"N","Distinction","CCC","2014J","-10","?",3252
256867,"CCC","2014J","M","Yorkshire Region","A Level or Equivalent","80-90%","35-55",0,60,"N","Pass","EEE","2014B","-17","?",3252
256905,"FFF","2013J","M","North Region","Lower Than A Level","30-40%","0-35",0,120,"N","Fail","FFF","2013J","-23","?",502
256998,"BBB","2013J","F","East Midlands Region","Lower Than A Level","0-10%","0-35",1,60,"N","Pass","BBB","2013J","-130","?",303
257167,"DDD","2013J","M","South Region","Lower Than A Level","70-80%","0-35",0,120,"N","Pass","DDD","2013J","-54","?",1539
257887,"FFF","2013J","M","Ireland","HE Qualification","?","0-35",0,60,"N","Pass","CCC","2014J","-45","?",3641
257887,"CCC","2014J","M","Ireland","HE Qualification","?","0-35",0,60,"N","Pass","CCC","2014J","-45","?",3641
257887,"CCC","2014J","M","Ireland","HE Qualification","?","0-35",0,60,"N","Pass","FFF","2013J","-67","?",3641
257887,"FFF","2013J","M","Ireland","HE Qualification","?","0-35",0,60,"N","Pass","FFF","2013J","-67","?",3641
258010,"DDD","2013J","M","South Region","Lower Than A Level","50-60%","0-35",1,120,"N","Pass","DDD","2013J","-38","?",1096
258035,"BBB","2013J","F","North Western Region","HE Qualification","80-90%","35-55",0,60,"N","Distinction","BBB","2013J","-52","?",1948
258042,"DDD","2013J","F","South East Region","HE Qualification","60-70%","35-55",0,90,"N","Pass","CCC","2014J","-22","31",2176
258042,"DDD","2013J","F","South East Region","HE Qualification","60-70%","35-55",0,90,"N","Pass","DDD","2013J","-38","?",2176
258245,"FFF","2014J","F","North Western Region","Lower Than A Level","0-10%","0-35",0,60,"Y","Pass","FFF","2014J","-120","?",2570
258268,"BBB","2014J","F","East Midlands Region","HE Qualification","30-40%","0-35",0,120,"N","Pass","BBB","2014J","-22","?",158
258392,"AAA","2013J","F","West Midlands Region","Lower Than A Level","30-40%","0-35",0,60,"N","Pass","AAA","2013J","-68","?",844
258509,"FFF","2014J","M","Scotland","HE Qualification","90-100%","0-35",0,90,"N","Pass","FFF","2014J","-37","?",2715
258538,"DDD","2014J","F","Yorkshire Region","A Level or Equivalent","60-70%","35-55",0,60,"N","Pass","DDD","2014J","-122","?",732
258587,"AAA","2014J","M","South West Region","A Level or Equivalent","20-Oct","35-55",0,60,"N","Distinction","AAA","2014J","-109","?",6609
258737,"FFF","2014B","M","London Region","A Level or Equivalent","0-10%","35-55",0,90,"N","Pass","FFF","2014B","-268","?",1783
258840,"BBB","2014J","F","London Region","A Level or Equivalent","30-40%","0-35",1,60,"N","Pass","BBB","2014J","-85","?",511
258894,"AAA","2013J","F","East Anglian Region","Lower Than A Level","70-80%","35-55",0,60,"N","Pass","AAA","2013J","-172","?",4963
258978,"FFF","2014J","F","South Region","A Level or Equivalent","20-30%","0-35",1,60,"N","Pass","FFF","2014J","-115","?",2269
259060,"DDD","2013J","F","North Region","Lower Than A Level","20-Oct","0-35",0,60,"N","Pass","DDD","2013J","-87","?",417
259641,"CCC","2014J","M","North Region","A Level or Equivalent","?","35-55",0,120,"N","Pass","CCC","2014J","-101","?",3443
259641,"DDD","2013J","M","North Region","A Level or Equivalent","?","35-55",0,60,"N","Pass","DDD","2013J","-87","?",3443
259641,"CCC","2014J","M","North Region","A Level or Equivalent","?","35-55",0,120,"N","Pass","DDD","2013J","-87","?",3443
259641,"DDD","2013J","M","North Region","A Level or Equivalent","?","35-55",0,60,"N","Pass","CCC","2014J","-101","?",3443
259662,"EEE","2013J","M","West Midlands Region","Lower Than A Level","80-90%","35-55",0,120,"N","Pass","EEE","2013J","-61","?",6917
259750,"DDD","2013B","M","South East Region","Lower Than A Level","30-40%","0-35",0,60,"N","Fail","DDD","2013B","-54","?",38
259951,"DDD","2013J","F","South Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Pass","DDD","2013J","-190","?",283
260062,"FFF","2014B","M","Scotland","HE Qualification","90-100%","0-35",1,150,"N","Pass","FFF","2014B","-107","?",1288
260062,"FFF","2014B","M","Scotland","HE Qualification","90-100%","0-35",1,150,"N","Pass","CCC","2014B","-107","38",1288
260062,"FFF","2014B","M","Scotland","HE Qualification","90-100%","0-35",1,150,"N","Pass","CCC","2014J","-87","111",1288
260077,"DDD","2014J","M","Wales","A Level or Equivalent","90-100%","0-35",1,60,"N","Pass","DDD","2014J","-50","?",865
260137,"BBB","2014J","M","West Midlands Region","HE Qualification","20-Oct","0-35",0,60,"N","Pass","BBB","2014J","-160","?",1030
260179,"BBB","2013J","F","Scotland","Lower Than A Level","30-40%","0-35",1,60,"N","Pass","BBB","2013J","-67","?",164
260216,"BBB","2014J","F","North Western Region","Lower Than A Level","20-30%","0-35",1,60,"N","Fail","BBB","2014J","-101","?",40
260491,"DDD","2013B","F","East Anglian Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass","DDD","2013B","-149","?",3201
260565,"DDD","2014B","M","West Midlands Region","A Level or Equivalent","20-30%","0-35",1,60,"Y","Pass","DDD","2014B","-46","?",589
260623,"AAA","2014J","M","South East Region","Lower Than A Level","40-50%","0-35",0,60,"N","Pass","AAA","2014J","-28","?",1178
260639,"DDD","2013B","M","South East Region","A Level or Equivalent","60-70%","0-35",1,120,"Y","Fail","DDD","2013B","-4","?",476
260639,"DDD","2013B","M","South East Region","A Level or Equivalent","60-70%","0-35",1,120,"Y","Fail","DDD","2014J","-28","-15",476
260949,"CCC","2014B","F","East Anglian Region","A Level or Equivalent","40-50%","0-35",0,150,"N","Pass","CCC","2014B","-24","?",473
260951,"GGG","2014J","F","East Anglian Region","No Formal quals","70-80%","0-35",0,30,"N","Fail","GGG","2014J","-11","?",NA
260955,"BBB","2014B","F","Yorkshire Region","Lower Than A Level","20-Oct","35-55",0,120,"N","Fail","BBB","2014B","-127","?",456
261042,"EEE","2014B","M","London Region","Lower Than A Level","60-70%","0-35",1,120,"N","Fail","CCC","2014B","-20","?",NA
261042,"CCC","2014B","M","London Region","Lower Than A Level","60-70%","0-35",0,120,"N","Fail","CCC","2014B","-20","?",NA
261042,"CCC","2014B","M","London Region","Lower Than A Level","60-70%","0-35",0,120,"N","Fail","EEE","2014B","-20","?",NA
261042,"EEE","2014B","M","London Region","Lower Than A Level","60-70%","0-35",1,120,"N","Fail","EEE","2014B","-20","?",NA
261205,"FFF","2013J","M","North Region","Lower Than A Level","0-10%","35-55",1,60,"N","Fail","FFF","2013J","-85","?",155
261265,"FFF","2014B","M","East Anglian Region","Lower Than A Level","70-80%","0-35",0,120,"N","Pass","FFF","2014B","-43","?",2993
261265,"FFF","2014B","M","East Anglian Region","Lower Than A Level","70-80%","0-35",0,120,"N","Pass","CCC","2014B","-43","?",2993
261265,"CCC","2014B","M","East Anglian Region","Lower Than A Level","70-80%","0-35",0,120,"N","Fail","FFF","2014B","-43","?",2993
261265,"CCC","2014B","M","East Anglian Region","Lower Than A Level","70-80%","0-35",0,120,"N","Fail","CCC","2014B","-43","?",2993
261332,"BBB","2013J","M","North Western Region","Lower Than A Level","50-60%","35-55",0,60,"Y","Fail","BBB","2013J","-47","?",262
261335,"FFF","2013B","M","East Anglian Region","Lower Than A Level","50-60%","0-35",0,60,"N","Pass","FFF","2013B","-68","?",2107
261342,"GGG","2014B","M","North Western Region","Lower Than A Level","20-Oct","0-35",0,30,"N","Pass","GGG","2014B","-22","?",241
261466,"BBB","2013J","F","London Region","A Level or Equivalent","30-40%","35-55",0,60,"N","Pass","BBB","2013J","-127","?",1965
261615,"CCC","2014B","M","Yorkshire Region","HE Qualification","20-30%","0-35",0,60,"N","Pass","CCC","2014B","-29","?",4396
261718,"GGG","2013J","F","South East Region","Lower Than A Level","50-60%","0-35",0,30,"N","Pass","GGG","2013J","-38","?",493
262011,"AAA","2013J","M","East Midlands Region","A Level or Equivalent","20-30%","35-55",0,60,"N","Pass","AAA","2013J","-145","?",1066
262025,"FFF","2014J","F","Scotland","A Level or Equivalent","60-70%","35-55",0,60,"N","Pass","FFF","2014J","-79","?",3119
262294,"BBB","2014B","F","North Western Region","Lower Than A Level","0-10%","0-35",3,120,"Y","Fail","BBB","2014B","-113","?",1063
262294,"BBB","2014B","F","North Western Region","Lower Than A Level","0-10%","0-35",3,120,"Y","Fail","BBB","2013B","-24","208",1063
262385,"CCC","2014J","F","East Anglian Region","Lower Than A Level","20-30%","0-35",0,60,"N","Pass","CCC","2014J","-61","?",1011
262394,"FFF","2014J","M","South Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Fail","FFF","2014J","-148","?",1653
262396,"DDD","2013B","F","East Anglian Region","Lower Than A Level","80-90%","0-35",0,60,"Y","Fail","DDD","2013B","3","?",164
262403,"FFF","2013J","F","South Region","A Level or Equivalent","60-70%","0-35",0,120,"N","Pass","FFF","2013J","-86","?",4274
262454,"BBB","2013B","F","South Region","A Level or Equivalent","40-50%","0-35",1,120,"Y","Fail","BBB","2013B","-88","?",373
262639,"BBB","2013J","F","London Region","Lower Than A Level","20-Oct","0-35",0,60,"N","Pass","BBB","2013J","-117","?",453
262741,"BBB","2013B","F","North Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass","BBB","2013B","-59","?",1953
262934,"AAA","2013J","F","North Western Region","A Level or Equivalent","30-40%","35-55",0,60,"N","Pass","AAA","2013J","-191","?",2407
263251,"AAA","2014J","M","East Anglian Region","A Level or Equivalent","40-50%","35-55",0,60,"N","Pass","AAA","2014J","-73","?",2485
263341,"GGG","2014J","M","North Western Region","Lower Than A Level","20-Oct","0-35",0,30,"N","Pass","GGG","2014J","-121","?",914
263448,"BBB","2014J","F","South West Region","HE Qualification","30-40%","0-35",0,60,"N","Pass","BBB","2014J","-102","?",1625
263499,"BBB","2013B","F","Ireland","Lower Than A Level","40-50%","35-55",0,325,"N","Pass","BBB","2013B","-107","?",6663
263524,"DDD","2013J","F","Scotland","Lower Than A Level","60-70%","0-35",1,60,"N","Fail","DDD","2013J","-32","?",1001
263524,"DDD","2013J","F","Scotland","Lower Than A Level","60-70%","0-35",1,60,"N","Fail","DDD","2013B","-25","179",1001
263543,"AAA","2014J","M","East Anglian Region","Lower Than A Level","90-100%","35-55",0,60,"N","Pass","AAA","2014J","-56","?",1594
263862,"FFF","2014J","M","West Midlands Region","A Level or Equivalent","90-100%","35-55",0,60,"N","Distinction","FFF","2014J","-37","?",2317
263952,"AAA","2014J","M","North Region","Lower Than A Level","?","35-55",0,60,"N","Distinction","AAA","2014J","-38","?",1444
264106,"BBB","2014B","F","South Region","Lower Than A Level","90-100%","35-55",0,120,"N","Pass","BBB","2014B","-106","?",155
264151,"CCC","2014J","M","Scotland","A Level or Equivalent","50-60%","35-55",0,60,"N","Fail","CCC","2014J","-103","?",922
264152,"BBB","2013J","F","Wales","A Level or Equivalent","30-40%","0-35",1,120,"N","Pass","BBB","2013J","-58","?",3454
264159,"CCC","2014B","M","South West Region","A Level or Equivalent","40-50%","35-55",0,30,"N","Pass","CCC","2014B","-29","?",1375
264164,"FFF","2013J","M","Scotland","A Level or Equivalent","60-70%","35-55",0,60,"N","Distinction","FFF","2013J","-17","?",1173
264589,"FFF","2014J","M","Scotland","A Level or Equivalent","50-60%","0-35",4,60,"N","Fail","FFF","2014J","-66","?",33
264694,"BBB","2014J","F","Wales","Lower Than A Level","20-30%","0-35",0,60,"N","Fail","BBB","2014J","-23","?",755
264715,"CCC","2014J","F","South Region","A Level or Equivalent","20-30%","35-55",0,60,"N","Pass","CCC","2014J","-99","?",3103
264723,"DDD","2014B","M","East Midlands Region","Lower Than A Level","0-10%","0-35",0,60,"N","Pass","CCC","2014J","-150","74",1930
264723,"DDD","2014B","M","East Midlands Region","Lower Than A Level","0-10%","0-35",0,60,"N","Pass","DDD","2014B","-120","?",1930
264744,"BBB","2013J","F","West Midlands Region","A Level or Equivalent","90-100%","0-35",0,120,"N","Pass","BBB","2013J","-27","?",334
264845,"CCC","2014J","F","West Midlands Region","HE Qualification","60-70%","55<=",0,30,"N","Fail","CCC","2014J","-15","?",811
265112,"FFF","2013B","M","London Region","HE Qualification","70-80%","35-55",0,120,"N","Pass","FFF","2013B","-51","?",5014
265170,"BBB","2013J","F","Wales","A Level or Equivalent","40-50%","0-35",0,60,"N","Fail","BBB","2013J","-46","?",485
265268,"FFF","2013J","M","North Western Region","Lower Than A Level","60-70%","0-35",1,120,"N","Pass","FFF","2013J","-68","?",4539
265466,"BBB","2014J","F","Ireland","A Level or Equivalent","30-40%","35-55",1,60,"N","Pass","BBB","2014J","17","?",1168
265497,"FFF","2014J","M","North Western Region","HE Qualification","0-10%","0-35",0,60,"N","Pass","FFF","2014J","-30","?",1701
265769,"EEE","2013J","F","East Anglian Region","A Level or Equivalent","30-40%","0-35",0,90,"N","Pass","EEE","2013J","-71","?",1264
265855,"FFF","2013B","F","Scotland","Lower Than A Level","40-50%","35-55",0,60,"N","Pass","FFF","2013B","-102","?",8400
265958,"BBB","2014B","F","North Western Region","Lower Than A Level","20-Oct","0-35",4,180,"N","Fail","BBB","2013B","-53","95",413
265958,"BBB","2014B","F","North Western Region","Lower Than A Level","20-Oct","0-35",4,180,"N","Fail","BBB","2014B","59","?",413
265978,"FFF","2013J","M","North Region","Lower Than A Level","?","35-55",0,60,"N","Pass","FFF","2013J","-95","?",1258
266286,"DDD","2013J","F","South West Region","HE Qualification","70-80%","35-55",0,60,"N","Pass","DDD","2013J","-19","?",2301
266331,"BBB","2013J","F","Scotland","A Level or Equivalent","90-100%","0-35",0,90,"N","Distinction","BBB","2013J","-54","?",1113
266450,"DDD","2013B","M","North Western Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Pass","DDD","2013B","-97","?",1203
266514,"DDD","2013B","M","North Region","A Level or Equivalent","40-50%","35-55",1,60,"N","Pass","DDD","2013B","-50","?",1625
266524,"AAA","2014J","F","South Region","A Level or Equivalent","30-40%","0-35",0,240,"N","Pass","AAA","2014J","-134","?",359
266536,"FFF","2014B","M","South East Region","A Level or Equivalent","90-100%","35-55",0,60,"N","Pass","FFF","2014B","-22","?",3456
266558,"DDD","2013J","M","Yorkshire Region","A Level or Equivalent","30-40%","0-35",0,90,"Y","Pass","CCC","2014J","-21","?",834
266558,"CCC","2014J","M","Yorkshire Region","A Level or Equivalent","30-40%","0-35",1,30,"Y","Fail","DDD","2013J","-110","?",834
266558,"DDD","2013J","M","Yorkshire Region","A Level or Equivalent","30-40%","0-35",0,90,"Y","Pass","CCC","2014B","-222","145",834
266558,"DDD","2013J","M","Yorkshire Region","A Level or Equivalent","30-40%","0-35",0,90,"Y","Pass","DDD","2013J","-110","?",834
